"ID","Date","numYear","facYear","Interviewer","FieldTrip","mLat","mLong","PersonID","Screen18","PrevInter","Agreement","binRecall","TripDate","TripMonth","TripJulianDay","TripNum","SiteNum","Site","SiteType","Resident","BoatAccess","nDaysInArea","nBoatDays","nShoreDays","nTimesLast12m","UseLat","UseLong","ActivityType","Activity","Start","Stop","MedianTime","decMedianTime","decDuration","FishingType","BaitLure","MaxHook","KeptUndam","RelUndam","nDP","CaughtUndam","nHooked","binDP","perDP","proDP","nUndamHr","nDPHr","DPrateHr","Species","DiveMaxDepth","WhyChoose","WhyLeave","Detract","bin_exTimes12m","exYrs","nexTimes12m","nexYrs","DiveCert","nDives","binAge","Postcode","Accom","Sex","nFemales","nMales","nGirls","nBoys","nAdults","nChild","PartySize","BoatLength","BoatID","Comments","LunarPhase"
95,2022-02-22,2022,"2022","NSH","2",-33.8651313677191,121.894188276505,81,"Yes","No","Yes","0",2022-02-22,"February",19045,1,1,"EsperanceBR","Boat","Yes","Yes",NA,NA,NA,0,-33.8532964240394,121.902528916526,"Extractive","Fishing","08:00","09:55","08:57",8.95,1.92,"Casting","Lure",0,24,100,0,124,124,"0",0,0,64.58,0,0,"Herring",NA,NA,"EndOfDay",NA,"0-4",62,NA,NA,"None",0,"65-74","19","Esperance","Male",0,3,0,0,3,0,3,NA,"90856","NA|NA|NA","Waning"
96,2022-02-22,2022,"2022","NSH","2",-33.8654891865764,121.893983569317,82,"Yes","No","Yes","0",2022-02-22,"February",19045,2,1,"EsperanceBR","Boat","Yes","Yes",NA,NA,NA,0,-33.9254288679162,121.901858942208,"Extractive","Fishing","10:40","11:10","10:55",10.92,0.5,"Cray",NA,26,10,0,0,10,10,"0",0,0,20,0,0,"Abalone",NA,NA,"BagLimit",NA,"40-59",40,NA,NA,"AOW",500,"55-64","19","Esperance","Male",1,1,0,0,2,0,2,4,"GB557","Scuba diving|NA|Avidity for extractive diving, only fishing he does","Waning"
97,2022-02-22,2022,"2022","NSH","2",-33.8654891865764,121.893983569317,82,"Yes","No","Yes","1",2022-02-19,"February",19042,1,1,"EsperanceBR","Boat","Yes","Yes",NA,NA,NA,0,-33.9922200531184,122.22561431104,"Extractive","Fishing","09:00","09:39","09:19",9.32,0.65,"Cray",NA,29,2,0,0,2,2,"0",0,0,3.08,0,0,"Cray",NA,NA,"Other",NA,"40-59",40,NA,NA,"AOW",500,"55-64","19","Esperance","Male",1,1,0,0,2,0,2,4,"GB557","No air, scuba diving|NA|Avidity for extractive diving, only fishing he does","Waning"
98,2022-02-22,2022,"2022","NSH","2",-33.8654891865764,121.893983569317,82,"Yes","No","Yes","1",2022-02-19,"February",19042,1,1,"EsperanceBR","Boat","Yes","Yes",NA,NA,NA,0,-33.9901177127873,122.227685148755,"Extractive","Fishing","11:00","11:30","11:15",11.25,0.5,"Cray",NA,24,4,0,0,4,4,"0",0,0,8,0,0,"4 abalone, 1 cray",NA,NA,"Other",NA,"40-59",40,NA,NA,"AOW",500,"55-64","19","Esperance","Male",1,1,0,0,2,0,2,4,"GB557","No air, scuba diving|NA|Avidity for extractive diving, only fishing he does","Waning"
99,2022-02-22,2022,"2022","NSH","2",-33.8646769916126,121.894190158476,83,"Yes","Yes","Yes","0",2022-02-22,"February",19045,1,1,"EsperanceBR","Boat","Yes","Yes",NA,NA,NA,0,-33.9280215239494,121.87663777851,"Extractive","Fishing","08:30","12:00","10:15",10.25,3.5,"Demersal","Bait",45,5,2,0,7,7,"0",0,0,2,0,0,"Blue morwong, breaksea cod, blue devil",NA,NA,"EndOfDay",NA,"60+",60,NA,NA,"None",0,"65-74","19","Esperance","Male",0,2,0,0,2,0,2,4,"DX350","NA|NA|NA","Waning"
100,2022-02-22,2022,"2022","NSH","2",-33.8651313677191,121.894188276505,84,"Yes","No","Yes","0",2022-02-22,"February",19045,1,1,"EsperanceBR","Boat","Yes","Yes",NA,NA,NA,0,-33.8798356647241,121.906288136021,"NonExtractive","JetSki","11:00","12:45","11:52",11.87,1.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Access","Weather",NA,"5-9",27,1,4,"None",NA,"25-34","19","Esperance","Male",0,1,0,0,1,0,1,3,"Gm620","NA|NA|NA","Waning"
101,2022-02-26,2022,"2022","NSH","2",-33.8637716507393,121.89375221091,85,"Yes","No","No","0",2022-02-26,"February",19049,1,1,"EsperanceBR",NA,"No","Yes",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,"NA|NA|NA","Waning"
102,2022-02-26,2022,"2022","NSH","2",-33.8657920906764,121.894219027634,86,"Yes","No","Yes","0",2022-02-26,"February",19049,1,1,"EsperanceBR","Boat","No","Yes","2",1,0,6,-33.8913999302527,121.859800253593,"Extractive","Fishing","07:00","09:45","08:22",8.37,2.75,"Demersal","Bait",50,1,2,0,3,3,"0",0,0,1.09,0,0,"Blue fin tuna",NA,NA,"ActivityChange","Conditions","5-9",50,NA,NA,"None",0,"55-64","6","Esperance","Male",1,2,0,0,3,0,3,5,"75708","NA|NA|NA","Waning"
103,2022-02-17,2022,"2022","EH","2",-33.8333601957516,121.931554546961,87,"Yes","No","Yes","0",2022-02-17,"February",19040,1,1,"BandyCreekBR","Boat","Yes","Yes",NA,NA,NA,0,-33.9157347334301,121.912876722573,"Extractive","Fishing","07:00","10:00","08:30",8.5,3,"Trolling","Lure",0,1,0,0,1,1,"0",0,0,0.33,0,0,"Snook",NA,NA,"EndOfDay",NA,"40-59",20,NA,NA,"OW",400,"25-34","19","Esperance","Male",0,1,0,0,1,0,1,4,"Ey540","NA|NA|NA","Full"
104,2022-02-17,2022,"2022","EH","2",-33.8331969273926,121.931631622413,88,"Yes","No","Yes","0",2022-02-17,"February",19040,1,1,"BandyCreekBR","Boat","Yes","Yes",NA,NA,NA,0,-33.9242098449453,121.97304738588,"Extractive","Fishing","05:00","09:00","07:00",7,4,"Demersal","Both",50,10,10,0,20,20,"0",0,0,5,0,0,"Nannygui, break sea cod, harlequin, break sea, swallow rail, queen snapper",NA,NA,"EndOfDay","Other","10-14",30,NA,NA,"None",NA,"35-44","19","Esperance","Male",0,2,0,0,2,0,2,5,"201","Too many octopus traps and marine debri|NA|NA","Full"
105,2022-02-17,2022,"2022","EH","2",-33.8332986077823,121.930904880856,89,"Yes","Yes","Yes","0",2022-02-17,"February",19040,1,1,"BandyCreekBR","Boat","Yes","Yes","7",2,7,0,-33.8555228309262,121.955693878545,"Extractive","Fishing","08:00","10:00","09:00",9,2,"Casting","Lure",11,0,20,0,20,20,"0",0,0,10,0,0,"Herring",NA,NA,"Weather",NA,"20-29",15,NA,NA,"None",NA,"25-34","19","Esperance","Male",1,1,0,0,2,0,2,3,"Gq675","NA|NA|NA","Full"
106,2022-02-17,2022,"2022","EH","2",-33.8330929060611,121.931310454037,90,"Yes","No","Yes","0",2022-02-17,"February",19040,1,1,"BandyCreekBR","Boat","Yes","Yes",NA,NA,NA,0,-33.9366275334383,122.029399892124,"Extractive","Fishing","06:30","11:30","09:00",9,5,"Casting","Both",13,26,12,0,38,38,"0",0,0,7.6,0,0,"Herring, whiting, squid",NA,NA,"Weather",NA,"20-29",8,NA,NA,"None",NA,"55-64","19","Esperance","Female",1,0,0,0,1,0,1,5,"Bu962","NA|NA|NA","Full"
107,2022-02-17,2022,"2022","EH","2",-33.8335526011589,121.930971801752,91,"Yes","No","Yes","0",2022-02-17,"February",19040,1,1,"BandyCreekBR","Boat","Yes","Yes",NA,NA,NA,0,-33.8353134633522,121.996375529779,"Extractive","Fishing","08:00","11:30","09:45",9.75,3.5,"Casting","Both",8,4,3,0,7,7,"0",0,0,2,0,0,"Herring",NA,NA,"Weather",NA,"40-59",20,NA,NA,"None",NA,"18-24","19","Esperance","Female",1,1,0,0,2,0,2,3,"Ab405","NA|NA|NA","Full"
108,2022-02-17,2022,"2022","EH","2",-33.833446108865,121.931014457355,92,"Yes","No","Yes","0",2022-02-17,"February",19040,1,1,"BandyCreekBR","Boat","Yes","Yes",NA,NA,NA,0,-33.8437479533773,121.950602102649,"Extractive","Fishing","09:00","10:00","09:30",9.5,1,"Casting","Lure",4,1,0,0,1,1,"0",0,0,1,0,0,"Squid",NA,"Explore","ActivityChange",NA,"20-29",41,1,3,"None",NA,"45-54","19","Esperance","Male",2,2,0,0,4,0,4,6,"Gs158","NA|They went for lunch at woody island , the restaurant.|NA","Full"
109,2022-02-17,2022,"2022","EH","2",-33.8331372838948,121.931146692958,93,"Yes","Yes","Yes","0",2022-02-17,"February",19040,1,1,"BandyCreekBR","Boat","Yes","Yes","14",5,7,0,-34.1357772461529,121.926797841768,"Extractive","Fishing","08:00","08:30","08:15",8.25,0.5,"Casting","Both",40,0,0,0,0,0,"0",0,0,0,0,0,"0",NA,NA,"LowCatch",NA,"30-39",28,NA,NA,"None",NA,"25-34","19","Esperance","Male",1,1,0,0,2,0,2,4,"Du287","NA|NA|NA","Full"
110,2022-02-17,2022,"2022","EH","2",-33.8331372838948,121.931146692958,93,"Yes","Yes","Yes","0",2022-02-17,"February",19040,1,2,"BandyCreekBR","Boat","Yes","Yes","14",5,7,0,-34.2516343854631,121.82813163676,"Extractive","Fishing","08:40","11:00","09:50",9.83,2.33,"Casting","Both",70,3,1,0,4,4,"0",0,0,1.72,0,0,"Break sea cod, queen snapper",NA,NA,"Weather",NA,"30-39",28,NA,NA,"None",NA,"25-34","19","Esperance","Male",1,1,0,0,2,0,2,4,"Du287","NA|NA|NA","Full"
111,2022-02-18,2022,"2022","EH","2",-33.8331268132593,121.931156523222,94,"Yes","No","Yes","0",2022-02-18,"February",19041,1,1,"BandyCreekBR","Boat","Yes","Yes",NA,NA,NA,0,-33.8638690257964,121.949034742802,"Extractive","Fishing","07:30","09:20","08:25",8.42,1.83,"Casting","Both",20,2,5,0,7,7,"0",0,0,3.83,0,0,"Herring, black arse, flatly",NA,NA,"ActivityChange",NA,"10-14",6,NA,NA,"OW",20,"18-24","19","Esperance","Male",0,2,0,0,2,0,2,4,"Catcher (small writing)","NA|NA|NA","Full"
112,2022-02-18,2022,"2022","EH","2",-33.8335862111899,121.931232881818,95,"Yes","Yes","Yes","0",2022-02-18,"February",19041,1,1,"BandyCreekBR","Boat","Yes","Yes",NA,NA,NA,0,-33.9024671036727,121.989716440749,"Extractive","Fishing","07:30","11:00","09:15",9.25,3.5,"Casting","Bait",30,0,0,0,0,0,"0",0,0,0,0,0,NA,NA,NA,"Weather",NA,"60+",35,NA,NA,"None",NA,"45-54","19","Esperance","Male",0,2,0,0,2,0,2,6,"Gs185","Checking out the artificial reef, but no luck with catching anything|NA|NA","Full"
113,2022-02-18,2022,"2022","EH","2",-33.8332003770584,121.931301224746,96,"Yes","No","Yes","0",2022-02-18,"February",19041,1,1,"BandyCreekBR","Boat","Yes","Yes",NA,NA,NA,0,-34.1985083163575,122.107096518639,"Extractive","Fishing","08:00","11:00","09:30",9.5,3,"Casting","Bait",70,15,6,0,21,21,"0",0,0,7,0,0,"Red snapper, black ass, break sea cod, queeny,",NA,NA,"Weather",NA,"20-29",15,NA,NA,"None",NA,"45-54","19","Esperance","Female",2,1,0,0,3,0,3,9,"Gn707","NA|NA|NA","Full"
114,2022-02-19,2022,"2022","NSH","2",-33.8646425464441,121.893601184348,97,"Yes","No","Yes","0",2022-02-19,"February",19042,1,1,"EsperanceBR","Boat","No","Yes",NA,NA,NA,0,-33.8479562702501,121.962134340093,"NonExtractive","JetSki","09:45","10:15","10:00",10,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"NaturalSurroundings","EndOfDay",NA,"5-9",30,12,9,"OW",39,"35-44","1","Esperance","Female",1,2,0,2,3,2,5,2,"EP001","NA|To while bay and back|NA","Full"
115,2022-02-19,2022,"2022","NSH","2",-33.8644885776094,121.89421383627,98,"Yes","No","Yes","0",2022-02-19,"February",19042,1,1,"EsperanceBR","Boat","No","Yes","3",1,3,3,-33.8515829901124,121.944337295875,"NonExtractive","JetSki","07:30","09:45","08:37",8.62,2.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Megafauna","EndOfDay","Other","0-4",0,1,1,"None",NA,"35-44","17","Esperance","Female",2,1,1,0,3,1,4,2,NA,"NA|Looking for dolphins, saw adult and calf|JetSki training","Full"
116,2022-02-19,2022,"2022","NSH","2",-33.8646572537823,121.893826233886,99,"Yes","No","Yes","0",2022-02-19,"February",19042,1,1,"EsperanceBR","Boat","Yes","Yes",NA,NA,NA,0,-33.8629952704877,121.914762261202,"Extractive","Fishing","08:00","10:00","09:00",9,2,"Trolling","Lure",0,5,1,0,6,6,"0",0,0,3,0,0,"Herring",NA,NA,"Weather","ConflictDifferent","5-9",40,NA,NA,"None",0,"65-74","19","Esperance","Female",1,1,1,0,2,1,3,4,"DM815","Saw pod dolphin - not direct conflict but worried about getting in way off sailing club|NA|NA","Full"
117,2022-02-19,2022,"2022","NSH","2",-33.8647509034469,121.894178860365,100,"Yes","No","Yes","0",2022-02-19,"February",19042,1,1,"EsperanceBR","Boat","Yes","Yes",NA,NA,NA,0,-33.8644506272708,121.898810454494,"Extractive","Fishing","09:46","10:30","10:08",10.13,0.73,"Casting","Bait",8,0,0,0,0,0,"0",0,0,0,0,0,NA,NA,NA,"EndOfDay",NA,"20-29",20,NA,NA,"None",0,"25-34","19","Esperance","Male",0,1,0,1,1,1,2,3,"69823","NA|NA|NA","Full"
118,2022-02-19,2022,"2022","NSH","2",-33.8655776288516,121.894364547524,101,"Yes","No","Yes","0",2022-02-19,"February",19042,1,1,"EsperanceBR","Boat","Yes","Yes",NA,NA,NA,0,-33.8445026494317,121.916589639306,"NonExtractive","TowSport","09:00","10:45","09:52",9.87,1.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Access","EndOfDay",NA,"10-14",4,12,2,"None",0,"18-24","19","Esperance","Male",1,2,0,0,3,0,3,2,"Gj673","NA|NA|Jet ski","Full"
119,2022-02-19,2022,"2022","NSH","2",-33.8646572537823,121.893826233886,102,"Yes","No","Yes","0",2022-02-19,"February",19042,1,1,"EsperanceBR","Boat","Yes","Yes",NA,NA,NA,0,-33.9239095290822,121.863847258271,"Extractive","Fishing","06:00","09:30","07:45",7.75,3.5,"Demersal","Bait",20,2,6,0,8,8,"0",0,0,2.29,0,0,"Samson, queen snapper,",NA,NA,"EndOfDay",NA,"20-29",3,NA,NA,"None",0,"25-34","19","Esperance","Female",1,1,0,1,2,1,3,2,"EX236","NA|NA|NA","Full"
120,2022-02-19,2022,"2022","NSH","2",-33.8646425464441,121.893601184348,103,"Yes","No","Yes","0",2022-02-19,"February",19042,1,1,"EsperanceBR","Boat","Yes","Yes","5",1,3,0,-33.8812865468637,121.895356805027,"Extractive","Fishing","09:00","11:00","10:00",10,2,"Demersal","Bait",24,0,0,0,0,0,"0",0,0,0,0,0,NA,NA,NA,"ActivityChange",NA,"20-29",15,NA,NA,"OW",12,"45-54","19","Esperance","Male",0,2,0,0,2,0,2,3,"A3O10","NA|NA|NA","Full"
121,2022-02-19,2022,"2022","NSH","2",-33.8646572537823,121.893826233886,104,"Yes","No","No","0",2022-02-19,"February",19042,1,1,"EsperanceBR",NA,"Yes","Yes",NA,1,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19",NA,NA,0,0,0,0,0,0,0,NA,NA,"NA|NA|NA","Full"
122,2022-02-19,2022,"2022","NSH","2",-33.8646572537823,121.893826233886,105,"Yes","Yes","No","0",2022-02-19,"February",19042,1,1,"EsperanceBR",NA,"Yes","Yes",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19",NA,NA,0,0,0,0,0,0,0,NA,NA,"NA|NA|NA","Full"
123,2022-02-19,2022,"2022","NSH","2",-33.8655776288516,121.894364547524,106,"Yes","Yes","No","0",2022-02-19,"February",19042,1,1,"EsperanceBR",NA,"Yes","Yes",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19",NA,NA,0,0,0,0,0,0,0,NA,NA,"NA|NA|NA","Full"
124,2022-02-19,2022,"2022","NSH","2",-33.8651313677191,121.894188276505,107,"Yes","No","Yes","0",2022-02-19,"February",19042,1,1,"EsperanceBR","Boat","Yes","Yes",NA,NA,NA,0,-34.1384036131576,121.93638070091,"Extractive","Fishing","07:00","08:00","07:30",7.5,1,"Demersal","Bait",60,2,0,0,2,2,"0",0,0,2,0,0,"Swallow tail, nannygui",NA,NA,"LowCatch",NA,"0-4",11,NA,NA,"None",0,"18-24","19","Esperance","Male",0,3,0,0,3,0,3,4,"EB752","NA|NA|NA","Full"
125,2022-02-19,2022,"2022","NSH","2",-33.865724200002,121.89399898261,108,"Yes","No","Yes","0",2022-02-19,"February",19042,1,1,"EsperanceBR","Boat","Yes","Yes",NA,NA,NA,0,-33.9713020280841,122.01131530437,"Extractive","Fishing","10:00","11:00","10:30",10.5,1,"Demersal","Bait",40,2,0,0,2,2,"0",0,0,2,0,0,"Nannagui, black arse",NA,NA,"ActivityChange",NA,"20-29",35,NA,NA,"None",0,"45-54","19","Esperance","Male",0,2,0,1,2,1,3,4,"BS603","NA|NA|Wearing EDSAC top","Full"
126,2022-02-19,2022,"2022","NSH","2",-33.865724200002,121.89399898261,108,"Yes","No","Yes","0",2022-02-19,"February",19042,1,2,"EsperanceBR","Boat","Yes","Yes",NA,NA,NA,0,-33.9456512403989,121.952538066409,"Extractive","Fishing","11:20","11:45","11:32",11.53,0.42,"Trolling","Lure",0,0,0,0,0,0,"0",0,0,0,0,0,NA,NA,NA,"ActivityChange",NA,"20-29",35,NA,NA,"None",0,"45-54","19","Esperance","Male",0,2,0,1,2,1,3,4,"BS603","Between woody and cull island|NA|Wearing EDSAC top","Full"
127,2022-02-19,2022,"2022","NSH","2",-33.865724200002,121.89399898261,108,"Yes","No","Yes","0",2022-02-19,"February",19042,1,3,"EsperanceBR","Boat","Yes","Yes",NA,NA,NA,0,-33.9143667756437,121.905655508262,"Extractive","Fishing","12:00","12:15","12:07",12.12,0.25,"Casting","Lure",0,5,0,0,5,5,"0",0,0,20,0,0,"Herring",NA,NA,"Weather",NA,"20-29",35,NA,NA,"None",0,"45-54","19","Esperance","Male",0,2,0,1,2,1,3,4,"BS603","NA|NA|Wearing EDSAC top","Full"
128,2022-02-19,2022,"2022","NSH","2",-33.8339321955526,121.93110378942,109,"Yes","No","Yes","0",2022-02-19,"February",19042,1,1,"BandyCreekBR","Boat","Yes","Yes",NA,NA,NA,0,-34.1127653266187,121.983862497335,"Extractive","Fishing","07:30","12:00","09:45",9.75,4.5,"Demersal","Bait",40,25,15,0,40,40,"0",0,0,8.89,0,0,"Nannagui, queen snapper, sweep, queenie",NA,NA,"Other","Other","20-29",60,NA,NA,"None",0,"65-74","19","Esperance","Male",0,4,0,0,4,0,4,8,"DV847","Motor problem|NA|NA","Full"
129,2022-02-19,2022,"2022","NSH","2",-33.8334782123724,121.931281839102,110,"Yes","No","Yes","0",2022-02-19,"February",19042,1,1,"BandyCreekBR","Boat","Yes","Yes",NA,NA,NA,0,-33.9193448027645,121.806719750279,"Extractive","Fishing","08:00","12:30","10:15",10.25,4.5,"Demersal","Bait",20,13,6,0,19,19,"0",0,0,4.22,0,0,"Whiting, herring",NA,NA,"EndOfDay","Safety","15-19",30,NA,NA,"None",0,"55-64","19","Esperance","Male",0,1,0,0,1,0,1,3,"BA799","Too hot|NA|NA","Full"
130,2022-02-19,2022,"2022","NSH","2",-33.8334055240985,121.931498530715,111,"Yes","No","Yes","0",2022-02-19,"February",19042,1,1,"BandyCreekBR","Boat","Yes","Yes",NA,NA,NA,0,-33.9544532594134,121.770110287093,"Extractive","Fishing","07:30","09:00","08:15",8.25,1.5,"Demersal","Bait",40,7,3,0,10,10,"0",0,0,6.67,0,0,"Queen snapper, break sea cod",NA,NA,"LowCatch",NA,"0-4",60,NA,NA,"None",0,"65-74","19","Esperance","Male",0,2,0,0,2,0,2,5,"35452","NA|NA|NA","Full"
131,2022-02-19,2022,"2022","NSH","2",-33.8334055240985,121.931498530715,111,"Yes","No","Yes","0",2022-02-19,"February",19042,1,2,"BandyCreekBR","Boat","Yes","Yes",NA,NA,NA,0,-34.0473175907079,121.882036916574,"Extractive","Fishing","10:00","10:00","10:00",10,0,"Demersal","Bait",40,0,0,0,0,0,"0",0,0,NA,NA,0,NA,NA,NA,"LowCatch",NA,"0-4",60,NA,NA,"None",0,"65-74","19","Esperance","Male",0,2,0,0,2,0,2,5,"35452","NA|NA|NA","Full"
132,2022-02-19,2022,"2022","NSH","2",-33.8339321955526,121.93110378942,112,"Yes","Yes","No","0",2022-02-19,"February",19042,1,1,"BandyCreekBR",NA,"Yes","Yes",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19",NA,NA,0,0,0,0,0,0,0,NA,NA,"NA|NA|NA","Full"
133,2022-02-19,2022,"2022","NSH","2",-33.8339990235536,121.930806039226,113,"Yes","No","Yes","0",2022-02-19,"February",19042,1,1,"BandyCreekBR","Boat","Yes","Yes",NA,NA,NA,0,-34.4321807377211,122.024640016776,"Extractive","Fishing","07:30","13:00","10:15",10.25,5.5,"Demersal","Both",76,3,2,0,5,5,"0",0,0,0.91,0,0,"Break sea",NA,NA,"EndOfDay",NA,"5-9",36,NA,NA,"None",0,"45-54","19","Esperance","Male",0,2,0,0,2,0,2,5,"GP863","NA|NA|NA","Full"
134,2022-02-19,2022,"2022","NSH","2",-33.8335626710366,121.931465546375,114,"Yes","No","Yes","0",2022-02-19,"February",19042,1,1,"BandyCreekBR","Boat","Yes","Yes",NA,NA,NA,0,-33.8855486662041,121.865320827714,"NonExtractive","Beachgoing","10:00","11:00","10:30",10.5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Weather","ActivityChange",NA,"15-19",15,3,10,"None",0,"45-54","19","Esperance","Female",2,1,0,0,3,0,3,5,"52926","NA|NA|NA","Full"
135,2022-02-19,2022,"2022","NSH","2",-33.8339321955526,121.93110378942,115,"Yes","No","Yes","0",2022-02-19,"February",19042,1,1,"BandyCreekBR","Boat","Yes","Yes",NA,NA,NA,0,-34.4488695741258,121.952469339002,"Extractive","Fishing","06:45","12:00","09:22",9.37,5.25,"Demersal","Both",80,45,25,0,70,70,"0",0,0,13.33,0,0,"Nannagui, breaksea, yellowtail king fish, queeni fish, sansom fish",NA,NA,"EndOfDay",NA,"0-4",23,NA,NA,"None",0,"25-34","19","Esperance","Male",0,3,0,0,3,0,3,7,"BI410","Bagged out on nannygui and kingfish|NA|NA","Full"
136,2022-02-19,2022,"2022","NSH","2",-33.833337737519,121.931509518908,116,"Yes","No","Yes","0",2022-02-19,"February",19042,1,1,"BandyCreekBR","Boat","Yes","Yes",NA,NA,NA,0,-34.4701541301251,121.978287440392,"Extractive","Fishing","08:30","13:30","11:00",11,5,"Demersal","Bait",60,70,20,1,90,91,"1",1.1,0.01,18,0.2,0.01,"Blackwater, nannagui, Samson, duh fish",NA,NA,"EndOfDay",NA,"20-29",35,NA,NA,"None",0,"45-54","19","Esperance","Male",1,3,0,0,4,0,4,10,"GN707","NA|NA|NA","Full"
137,2022-02-22,2022,"2022","EH","2",-33.8336275853424,121.930681462659,117,"Yes","No","Yes","0",2022-02-22,"February",19045,1,1,"BandyCreekBR","Boat","Yes","Yes",NA,NA,NA,0,-33.8886857709626,121.854989103307,"Extractive","Fishing","10:30","11:45","11:07",11.12,1.25,"Casting","Bait",12,10,5,0,15,15,"0",0,0,12,0,0,"Whiting",NA,NA,"Weather",NA,"10-14",25,NA,NA,"None",NA,"35-44","19","Esperance","Male",0,1,0,0,1,0,1,3,"E345","NA|NA|NA","Waning"
138,2022-02-22,2022,"2022","EH","2",-33.8336866091586,121.931071470731,118,"Yes","Yes","Yes","0",2022-02-22,"February",19045,1,1,"BandyCreekBR","Boat","Yes","Yes",NA,NA,NA,0,-33.8695020466854,121.942497548868,"Extractive","Fishing","20:00","11:45","15:52",15.87,-8.25,"Casting","Lure",9,0,0,0,0,0,"0",0,0,0,0,0,NA,NA,NA,"Weather","Safety","30-39",63,NA,NA,"I",500,"55-64","19","Esperance","Male",0,1,0,0,1,0,1,3,"Ed284","Too many bouys,|NA|NA","Waning"
139,2022-02-22,2022,"2022","EH","2",-33.8331765733914,121.931048309468,119,"Yes","No","Yes","0",2022-02-22,"February",19045,1,1,"BandyCreekBR","Boat","Yes","Yes",NA,NA,NA,0,-34.1797535438884,122.093112202964,"Extractive","Fishing","06:00","09:00","07:30",7.5,3,"Casting","Bait",70,27,14,0,41,41,"0",0,0,13.67,0,0,"Nannygui, break",NA,"NaturalSurroundings","BagLimit","Safety","10-14",14,12,18,"None",NA,"25-34","19","Esperance","Male",0,3,0,0,3,0,3,6,"Dj707","Too many octopus pots|Had a swim because the conditions were good|NA","Waning"
140,2022-02-22,2022,"2022","EH","2",-33.8337643653257,121.931361540329,120,"Yes","Yes","Yes","0",2022-02-22,"February",19045,1,1,"BandyCreekBR","Boat","Yes","Yes",NA,NA,NA,0,-34.1746964797865,121.669028711712,"Extractive","Fishing","06:30","11:30","09:00",9,5,"Demersal","Bait",50,14,6,0,20,20,"0",0,0,4,0,0,"Nannagui, queen snapper, black arse, harlequin",NA,NA,"Weather",NA,"40-59",40,NA,NA,"None",NA,"45-54","19","Esperance","Male",0,4,0,0,4,0,4,7,"Gs134","NA|NA|Used to scuba, didn’t voice any reason he stopped","Waning"
141,2022-02-22,2022,"2022","EH","2",-33.8341638797609,121.931285418889,121,"Yes","Yes","No","0",2022-02-22,"February",19045,1,1,"BandyCreekBR",NA,"Yes","Yes",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19",NA,NA,0,0,0,0,0,0,0,NA,NA,"NA|NA|NA","Waning"
142,2022-02-22,2022,"2022","EH","2",-33.8333127974347,121.931268361678,122,"Yes","No","Yes","0",2022-02-22,"February",19045,1,1,"BandyCreekBR","Boat","Yes","Yes",NA,NA,NA,0,-33.9185661819637,121.902322220468,"Extractive","Fishing","09:30","12:30","11:00",11,3,"Trolling","Lure",0,0,0,0,0,0,"0",0,0,0,0,0,NA,NA,NA,"Weather",NA,"10-14",20,NA,NA,"None",NA,"55-64","19","Esperance","Male",0,2,0,0,2,0,2,4,"Wet day","NA|NA|NA","Waning"
