exGUID,# Is this a boat based or shore based activity?,"If RECALL, what date did they go fishing?",What type of fishing did you do?,Did you use bait or lure?,What time did you START fishing at this site?,What time did you STOP fishing at this site?,What was your maximum hook depth (m) at this site?,Number of fish kept undamaged at this site?,How many fish did you release at this site?,How many shark bite offs did you get at this site?,What species of fish did you keep? ,Why did you leave this site?,Comments,GlobalID,created_date,created_user,last_edited_date,last_edited_user,Did anything detract from your experience at this site?,"If of Aboriginal or Torres Strait Islander origin, was this activity undertaken for a customary purpose?",x,y
1AD75C2B-5AAF-47DD-A8CC-2C8069B590D2,Boat,NA,Demersal,Bait,8:30,12:00,45,5,2,0,"Blue morwong, breaksea cod, blue devil",EndOfDay,NA,8A478CFB-3CEA-4BBC-AF50-17664B89238A,22/2/22,Nicole.Hamre_UWA,22/2/22,Nicole.Hamre_UWA,NA,NA,121.8766378,-33.92802152
175D1C3C-38B0-4AE7-A973-9AF6E2EB2509,Boat,NA,Demersal,Bait,7:00,9:45,50,1,2,0,Blue fin tuna,ActivityChange,NA,C3B46CDC-2FA2-4771-A3DA-6C1784422D12,26/2/22,Nicole.Hamre_UWA,26/2/22,Nicole.Hamre_UWA,Conditions,NA,121.8598003,-33.89139993
BBA0A9BD-5D4D-4E86-BC35-7AC22F1C0EC8,Boat,17/2/22,Trolling,Lure,7:00,10:00,30,1,0,0,Snook,EndOfDay,NA,75FB2B7D-16B8-40E0-8BEE-EA8430C590F1,17/2/22,Nicole.Hamre_UWA,17/2/22,Nicole.Hamre_UWA,NA,NA,121.9128767,-33.91573473
1ADCB2A0-ECB1-47DF-B8D0-A777E6DE2176,Boat,17/2/22,Demersal,Both,5:00,9:00,50,10,10,0,"Nannygui, break sea cod, harlequin, break sea, swallow rail, queen snapper",EndOfDay,Too many octopus traps and marine debri,79B82226-8D19-4575-86A9-C54A049E61BB,17/2/22,Nicole.Hamre_UWA,17/2/22,Nicole.Hamre_UWA,Other,NA,121.9730474,-33.92420985
04176D5C-585D-4A82-A942-F3C8DDDF0890,Boat,17/2/22,Casting,Lure,8:00,10:00,11,0,20,0,Herring,Weather,NA,378172E1-9E41-493B-9FBD-5660584E4A8D,17/2/22,Nicole.Hamre_UWA,17/2/22,Nicole.Hamre_UWA,NA,NA,121.9556939,-33.85552283
E5379B65-1D61-4294-985A-65399A766C26,Boat,17/2/22,Casting,Both,6:30,11:30,13,26,12,0,"Herring, whiting, squid",Weather,NA,87EFEC95-F090-4412-8392-E08550BA0221,17/2/22,Nicole.Hamre_UWA,17/2/22,Nicole.Hamre_UWA,NA,NA,122.0293999,-33.93662753
FA64A3E7-2973-4381-914D-FCDFFE228AB8,Boat,17/2/22,Casting,Both,8:00,11:30,8,4,3,0,Herring,Weather,NA,D2B909C5-6542-4B03-8B0B-899BA76128B2,17/2/22,Nicole.Hamre_UWA,17/2/22,Nicole.Hamre_UWA,NA,NA,121.9963755,-33.83531346
A1317A62-1007-43E4-B57B-6F082494E665,Boat,17/2/22,Casting,Lure,9:00,10:00,4,1,0,0,Squid,ActivityChange,NA,5E9169F7-2AF6-48F9-AB47-0B23945B7B8A,17/2/22,Nicole.Hamre_UWA,17/2/22,Nicole.Hamre_UWA,NA,NA,121.9506021,-33.84374795
2242E510-EB13-4C0E-9000-9656A79AD96C,Boat,NA,Casting,Both,8:00,8:30,40,0,0,0,0,LowCatch,NA,E4BA5E67-70EB-4728-A0FA-CA805D28095F,17/2/22,Nicole.Hamre_UWA,17/2/22,Nicole.Hamre_UWA,NA,NA,121.9267978,-34.13577725
2242E510-EB13-4C0E-9000-9656A79AD96C,Boat,NA,Casting,Both,8:40,11:00,70,3,1,0,"Break sea cod, queen snapper",Weather,NA,D7C911E8-C055-43BC-9771-54E0A9D4EDCD,17/2/22,Nicole.Hamre_UWA,17/2/22,Nicole.Hamre_UWA,NA,NA,121.8281316,-34.25163439
00EBD7D6-C03F-43AA-AE64-1FE5AB20FCFF,Boat,NA,Casting,Both,7:30,9:20,20,2,5,0,"Herring, black arse, flatly",ActivityChange,NA,00C8E5B7-AF53-403D-9A86-7ADA1BC03634,18/2/22,Nicole.Hamre_UWA,18/2/22,Nicole.Hamre_UWA,NA,NA,121.9490347,-33.86386903
A275649F-2910-4FA3-ABD1-778727AC2EFC,Boat,NA,Casting,Bait,7:30,11:00,30,0,0,0,NA,Weather,"Checking out the artificial reef, but no luck with catching anything",71B2E38C-948D-43D0-A354-F5F69AC08F10,18/2/22,Nicole.Hamre_UWA,18/2/22,Nicole.Hamre_UWA,NA,NA,121.9897164,-33.9024671
CAFAB483-D30B-4A36-8873-84384ED691C1,Boat,NA,Casting,Bait,8:00,11:00,70,15,6,0,"Red snapper, black ass, break sea cod, queeny,",Weather,NA,ADB2A7A7-89B6-4952-962E-78D6662ED830,18/2/22,Nicole.Hamre_UWA,18/2/22,Nicole.Hamre_UWA,NA,NA,122.1070965,-34.19850832
E8769595-A7CF-4616-B37C-FCEB5542F34A,Boat,NA,Trolling,Lure,8:00,10:00,0,5,1,0,Herring,Weather,Saw pod dolphin - not direct conflict but worried about getting in way off sailing club,A3EFD9AC-1C48-4235-B698-9BA75D25548A,19/2/22,Nicole.Hamre_UWA,19/2/22,Nicole.Hamre_UWA,ConflictDifferent,NA,121.9147623,-33.86299527
4DA40B00-6CD5-4896-AEA9-AE5DD656ECDC,Boat,NA,Casting,Bait,9:46,10:30,8,0,0,0,NA,EndOfDay,NA,9961E7AB-1014-4D0F-904F-2255B04C523D,19/2/22,Nicole.Hamre_UWA,19/2/22,Nicole.Hamre_UWA,NA,NA,121.8988105,-33.86445063
82356359-03C8-4040-9730-E90CDFB90F38,Boat,NA,Demersal,Bait,6:00,9:30,20,2,6,0,"Samson, queen snapper,",EndOfDay,NA,8B843165-4A33-4DD8-97BE-C38FFED4B46C,19/2/22,Nicole.Hamre_UWA,19/2/22,Nicole.Hamre_UWA,NA,NA,121.8638473,-33.92390953
05A82126-6C04-46D6-8C92-AEBBB78F2A8B,Boat,19/2/22,Demersal,Bait,9:00,11:00,24,0,0,0,NA,ActivityChange,NA,E74D86ED-4C42-4179-8790-C180E0276549,19/2/22,Nicole.Hamre_UWA,19/2/22,Nicole.Hamre_UWA,NA,NA,121.8953568,-33.88128655
E2C71F7C-ED3B-4B6C-A4DD-23495340D369,Boat,NA,Demersal,Bait,7:00,8:00,60,2,0,0,"Swallow tail, nannygui",LowCatch,NA,4E21F92F-3CA1-498E-8262-245CDD2FA0C0,19/2/22,Nicole.Hamre_UWA,19/2/22,Nicole.Hamre_UWA,NA,NA,121.9363807,-34.13840361
03725EB2-3931-4F63-AA4F-7B85B962B03E,Boat,NA,Demersal,Bait,10:00,11:00,40,2,0,0,"Nannagui, black arse",ActivityChange,NA,F3BF78D3-D558-4609-9E90-994C4BDF2669,19/2/22,Nicole.Hamre_UWA,19/2/22,Nicole.Hamre_UWA,NA,NA,122.0113153,-33.97130203
03725EB2-3931-4F63-AA4F-7B85B962B03E,Boat,NA,Trolling,Lure,11:20,11:45,0,0,0,0,NA,ActivityChange,Between woody and cull island,80350577-9F53-4B21-862E-0522DA7286BF,19/2/22,Nicole.Hamre_UWA,19/2/22,Nicole.Hamre_UWA,NA,NA,121.9525381,-33.94565124
03725EB2-3931-4F63-AA4F-7B85B962B03E,Boat,NA,Casting,Lure,12:00,12:15,0,5,0,0,Herring,Weather,NA,6C564DE3-06EE-44B3-9636-EF698931438F,19/2/22,Nicole.Hamre_UWA,19/2/22,Nicole.Hamre_UWA,NA,NA,121.9056555,-33.91436678
8E74FB7B-1697-45FF-99E2-A74617EA22CE,Boat,NA,Demersal,Bait,7:30,12:00,40,25,15,0,"Nannagui, queen snapper, sweep, queenie",Other,Motor problem,9D10463B-8DD4-4DC3-9B70-94F586A916C2,19/2/22,Nicole.Hamre_UWA,19/2/22,Nicole.Hamre_UWA,Other,NA,121.9838625,-34.11276533
08F70467-6C0B-4AF2-BC5E-A892AB8A700D,Boat,NA,Demersal,Bait,8:00,12:30,20,13,6,0,"Whiting, herring",EndOfDay,Too hot,21F282FE-AFDC-4645-9ED7-593D2CF62B25,19/2/22,Nicole.Hamre_UWA,19/2/22,Nicole.Hamre_UWA,Safety,NA,121.8067198,-33.9193448
CC6C0986-C741-4F81-8A96-1B78BF3D6E51,Boat,NA,Demersal,Bait,7:30,9:00,40,7,3,0,"Queen snapper, break sea cod",LowCatch,NA,ADAA7D8C-809D-4A7F-8A61-BE6570CC545E,19/2/22,Nicole.Hamre_UWA,19/2/22,Nicole.Hamre_UWA,NA,NA,121.7701103,-33.95445326
CC6C0986-C741-4F81-8A96-1B78BF3D6E51,Boat,NA,Demersal,Bait,10:00,10:00,40,0,0,0,NA,LowCatch,NA,FDB4D11D-0922-4DB2-B2E8-DAF836D1CE72,19/2/22,Nicole.Hamre_UWA,19/2/22,Nicole.Hamre_UWA,NA,NA,121.8820369,-34.04731759
3C09CFF3-29FC-4311-99D5-7185C3A16A96,Boat,NA,Demersal,Both,7:30,13:00,76,3,2,0,Break sea,EndOfDay,NA,D032EE70-7AD8-482A-B2B4-F901C9A43C69,19/2/22,Nicole.Hamre_UWA,19/2/22,Nicole.Hamre_UWA,NA,NA,122.02464,-34.43218074
D2D03996-FACA-47E5-A2EE-0DFA613C95EF,Boat,NA,Demersal,Both,6:45,12:00,80,45,25,0,"Nannagui, breaksea, yellowtail king fish, queeni fish, sansom fish",EndOfDay,Bagged out on nannygui and kingfish,A26D4B08-1908-47C4-9E48-433AED910519,19/2/22,Nicole.Hamre_UWA,19/2/22,Nicole.Hamre_UWA,NA,NA,121.9524693,-34.44886958
3A5F1A2B-9CCD-4C77-B7B5-2FFB891A1601,Boat,NA,Demersal,Bait,8:30,13:30,60,70,20,1,"Blackwater, nannagui, Samson, duh fish",EndOfDay,NA,D827AD34-EE13-41D4-AD8C-F207FE4894DC,19/2/22,Nicole.Hamre_UWA,19/2/22,Nicole.Hamre_UWA,NA,NA,121.9782874,-34.47015413
49E1E9CB-9B9B-47C2-BA99-33679C1094EE,Boat,NA,Casting,Bait,10:30,11:45,12,10,5,0,Whiting,Weather,NA,CECAF479-C725-4ADD-BDB1-4270AC64973D,22/2/22,Nicole.Hamre_UWA,22/2/22,Nicole.Hamre_UWA,NA,NA,121.8549891,-33.88868577
8111A384-2BF9-4C4A-9B1E-ABAB8C98F4D7,Boat,NA,Casting,Lure,20:00,11:45,9,0,0,0,NA,Weather,"Too many bouys,",20661B49-A9F2-4750-B19B-6A29CBE2425D,22/2/22,Nicole.Hamre_UWA,22/2/22,Nicole.Hamre_UWA,Safety,NA,121.9424975,-33.86950205
C9D6C970-69C5-4D98-B565-D07085ADCFBD,Boat,NA,Casting,Bait,6:00,9:00,70,27,14,0,"Nannygui, break",BagLimit,Too many octopus pots,3888F305-9C1E-4BCA-A4FC-65B070FC1FFD,22/2/22,Nicole.Hamre_UWA,22/2/22,Nicole.Hamre_UWA,Safety,NA,122.0931122,-34.17975354
1329C3A8-8BC5-4AE3-A9B5-DEB11CB5D8B4,Boat,22/2/22,Demersal,Bait,6:30,11:30,50,14,6,0,"Nannagui, queen snapper, black arse, harlequin",Weather,NA,656B3B33-9028-4412-AFE0-37D46C968D49,22/2/22,Nicole.Hamre_UWA,22/2/22,Nicole.Hamre_UWA,NA,NA,121.6690287,-34.17469648
587038C5-3B90-4E50-A999-A0FC76AFFC7A,Boat,NA,Trolling,Lure,9:30,12:30,30,0,0,0,NA,Weather,NA,4A12DAC8-4EB6-4899-8F6C-A86EEA18DE17,22/2/22,Nicole.Hamre_UWA,22/2/22,Nicole.Hamre_UWA,NA,NA,121.9023222,-33.91856618
587038C5-3B90-4E50-A999-A0FC76AFFC7A,Boat,NA,Casting,Bait,11:30,13:30,9,8,4,0,"King George, herring",EndOfDay,NA,918CBC2C-B627-451B-9558-3C987BE938DD,22/2/22,Nicole.Hamre_UWA,22/2/22,Nicole.Hamre_UWA,NA,NA,121.9305588,-33.85249043
CA992115-75A7-4A71-9F7D-0FE33B578681,Boat,NA,Demersal,Bait,6:00,11:00,45,15,3,0,"Nannagui even, harlequin, queen snapper, swallowtail,",EndOfDay,NA,F067A340-31A6-42C3-8872-A3EEF12940EA,22/2/22,Nicole.Hamre_UWA,22/2/22,Nicole.Hamre_UWA,NA,NA,121.7766794,-34.1328181
4EBFE7EF-B690-4DE7-9E0C-C2BBB1BA1825,Boat,NA,Casting,Both,10:30,13:00,30,4,5,0,"Black ass, fox fish,",LowCatch,NA,CE5CC871-76B6-4510-B1AA-5B9D5060EC06,22/2/22,Nicole.Hamre_UWA,22/2/22,Nicole.Hamre_UWA,NA,NA,122.0016346,-34.03677942
500D4E4A-FF0B-409F-8611-45CD731B7EFE,Boat,NA,Casting,Bait,7:00,10:15,20,24,24,0,"Whiting, squid",ActivityChange,NA,E7EE4522-1C2B-4D50-91FA-69D9258503B2,16/2/22,Nicole.Hamre_UWA,16/2/22,Nicole.Hamre_UWA,NA,NA,121.8436167,-33.88866742
BBA4A32C-E66A-4526-AAC6-308D754F0FE0,Boat,NA,Casting,Bait,7:30,11:00,3,7,5,0,Herring,Weather,NA,85A3FC0C-0EA3-4797-AF65-8397FAAEC0EE,16/2/22,Nicole.Hamre_UWA,16/2/22,Nicole.Hamre_UWA,NA,NA,121.9235872,-33.84865931
D560306F-CDD5-4496-B846-CA6C9EFD9FAD,Boat,16/2/22,Casting,Bait,9:00,10:30,8,0,6,0,Herring,Weather,NA,EA9AF9C4-272A-4154-A0A4-9ABDBB0DC51C,16/2/22,Nicole.Hamre_UWA,16/2/22,Nicole.Hamre_UWA,NA,NA,121.9318452,-33.86478604
F5DEB850-9C45-49ED-BA4F-68861D2D8004,Boat,16/2/22,Casting,Both,6:00,10:30,5,9,2,0,"Herring, squid",Weather,NA,1710A72D-1A9F-44E5-A26E-7CDA8368DD83,16/2/22,Nicole.Hamre_UWA,16/2/22,Nicole.Hamre_UWA,NA,NA,121.9645468,-33.85688366
A53D7962-02A9-4E66-B64A-D9EC17107611,Boat,16/2/22,Squidding,Lure,9:30,9:45,18,0,0,0,NA,Weather,NA,2314CED0-E925-4B3F-957D-3A575A8C9C90,16/2/22,Nicole.Hamre_UWA,16/2/22,Nicole.Hamre_UWA,NA,NA,121.9123873,-33.88708279
A53D7962-02A9-4E66-B64A-D9EC17107611,Boat,NA,Casting,Lure,9:50,11:30,3,9,0,0,Herring,ActivityChange,NA,98AF99B7-5C81-4B3D-A9F0-A9045F017B1D,16/2/22,Nicole.Hamre_UWA,16/2/22,Nicole.Hamre_UWA,NA,NA,121.9030072,-33.86971859
F5DEB850-9C45-49ED-BA4F-68861D2D8004,Boat,16/2/22,Casting,Bait,10:30,11:30,4,2,0,0,Squid,Weather,NA,C8635B7E-4E76-41D2-BED4-B68425C230A5,16/2/22,Nicole.Hamre_UWA,16/2/22,Nicole.Hamre_UWA,NA,NA,121.9038764,-33.86764367
E9B77B44-583B-48DC-BDEE-85A9594BAC79,Boat,16/2/22,Trolling,Lure,8:00,9:30,50,1,1,0,Tuna blue fin,Explore,NA,AB378076-00C0-4BEC-8D89-D9F675744197,16/2/22,Nicole.Hamre_UWA,16/2/22,Nicole.Hamre_UWA,NA,NA,121.8900401,-33.9243471
E9B77B44-583B-48DC-BDEE-85A9594BAC79,Boat,NA,Casting,Bait,10:30,11:30,14,12,0,0,"Mackerel, sand whiting",ActivityChange,NA,CE4C2CB3-77E5-441B-8E25-16C8D428B04F,16/2/22,Nicole.Hamre_UWA,16/2/22,Nicole.Hamre_UWA,NA,NA,121.8407693,-33.88816457
777906AD-730B-4B2A-A042-20158FEBDB2A,Boat,16/2/22,Casting,Bait,7:45,12:00,17,30,12,0,Whiting,Weather,NA,C2BC09B7-8D23-498C-811E-D61B2A13871D,16/2/22,Nicole.Hamre_UWA,16/2/22,Nicole.Hamre_UWA,NA,NA,121.7972861,-33.90433008
E2100749-6809-4183-8D75-B1EB2623CDC4,Boat,16/2/22,Casting,Bait,7:00,8:00,45,6,3,0,"Sea sweep, break sea cod",Explore,NA,5179A363-BE1F-468E-ABE9-6F51216B97C2,16/2/22,Nicole.Hamre_UWA,16/2/22,Nicole.Hamre_UWA,NA,NA,121.9511774,-34.14570983
E2100749-6809-4183-8D75-B1EB2623CDC4,Boat,16/2/22,Casting,Bait,8:30,12:00,50,6,8,0,"Break sea cod, nanniguie, swallowtail",ActivityChange,NA,55449ED6-C400-4F22-9A25-2A80F27FBA42,16/2/22,Nicole.Hamre_UWA,16/2/22,Nicole.Hamre_UWA,NA,NA,122.0462115,-34.14891355
0E3EE5CB-185B-4972-A837-D1CA84E6CC12,Boat,NA,Trolling,Lure,9:00,10:00,0,2,0,0,Blue fish tuna,Other,NA,278BCA3C-0914-423E-B5D1-2EEC4B84AB9D,9/3/22,Nicole.Hamre_UWA,9/3/22,Nicole.Hamre_UWA,No,No,121.8718854,-33.92664055
C2CA509E-EB8A-4AA6-AAE2-2B36289CC47A,Boat,NA,Trolling,Lure,9:30,11:30,0,2,0,0,Oriental Benito,EndOfDay,NA,85560F8E-9B36-4FC8-AB98-DF760F437FF1,9/3/22,Nicole.Hamre_UWA,9/3/22,Nicole.Hamre_UWA,No,No,121.8867688,-33.93039913
56457D9B-2660-40E3-BD9A-272827D09AF5,Boat,NA,Trolling,Lure,7:00,10:00,15,3,0,0,"Tuna, Benito",EndOfDay,NA,04169F09-B267-4105-BCFB-3E6AD27E1F48,10/3/22,Nicole.Hamre_UWA,10/3/22,Nicole.Hamre_UWA,No,NA,121.9972476,-33.94135858
EFDDB797-1C2E-4CB3-AF04-3BC6A29C4C20,Boat,NA,Demersal,Bait,7:00,10:30,32,1,1,0,Queeny,ActivityChange,NA,67BF5060-BE30-40C0-9125-B48C9C99AF3E,10/3/22,Nicole.Hamre_UWA,10/3/22,Nicole.Hamre_UWA,No,NA,122.005535,-33.91597179
2E7257F7-9ED2-4623-A625-1FC038E4C219,Boat,NA,Demersal,Bait,5:00,11:45,6,18,12,0,Whiting squid,Weather,NA,E02204A5-D78F-4E3F-961B-61DD22AF1DC3,10/3/22,Nicole.Hamre_UWA,10/3/22,Nicole.Hamre_UWA,No,NA,122.0985369,-33.9721951
F71C1A9E-093F-4E6C-9963-4B5E1C8B932D,Boat,NA,Demersal,Bait,8:30,12:15,8,50,50,0,"Herring, sandwhiting",Weather,NA,ABC91AF0-8B74-4BEC-88B4-6AB979F9BDC1,10/3/22,Nicole.Hamre_UWA,10/3/22,Nicole.Hamre_UWA,NA,NA,122.00544,-33.83879668
67A38E21-EAA7-49A9-84C7-A6D146F08412,Boat,NA,Casting,Bait,7:30,12:40,10,34,12,0,"Herring, mackerel",ActivityChange,NA,D6F31DB8-BCB0-458E-81E7-D754D4CEC985,10/3/22,Nicole.Hamre_UWA,10/3/22,Nicole.Hamre_UWA,NA,NA,121.9026198,-33.91956726
5248BF72-4F16-4E85-8971-BF3D1B1DF700,Boat,NA,Demersal,Bait,9:30,13:00,20,20,10,0,"Herring, whiting",EndOfDay,NA,077BAE4D-B9BE-496F-9738-26796DD69B63,10/3/22,Nicole.Hamre_UWA,10/3/22,Nicole.Hamre_UWA,NA,NA,121.8115235,-33.90095298
F25E0634-5D70-419E-A875-9C0AD821D158,Boat,NA,Demersal,Bait,7:30,13:00,70,20,8,0,"Nanniguie, blackasd",Weather,NA,72A01567-017B-447C-9D47-5F233FB11F9C,10/3/22,Nicole.Hamre_UWA,10/3/22,Nicole.Hamre_UWA,NA,NA,122.047747,-34.24012239
26AD0A3E-A8B0-453D-9172-3F1EC0412814,Boat,NA,Demersal,Both,6:30,9:30,12,30,12,0,"Herring, king George",EndOfDay,NA,3F3167AC-33CD-4439-8198-AB60175D8552,11/3/22,Nicole.Hamre_UWA,11/3/22,Nicole.Hamre_UWA,No,No,121.9927959,-33.85333665
269CF01C-6CCB-48E9-B705-21E13819B151,Boat,NA,Demersal,Bait,10:00,11:00,35,0,5,0,0,Weather,NA,59FC5D95-5F69-427B-9648-FCA99FA4EEE3,11/3/22,Nicole.Hamre_UWA,11/3/22,Nicole.Hamre_UWA,No,No,121.8927836,-33.93222412
C01501E7-F69B-43DC-B803-FB5662B835D4,Boat,NA,Demersal,Bait,7:00,11:00,77,30,8,0,"Nanniguie, break sea cod, sweep, queenie",EndOfDay,NA,50D81933-B181-4CD9-89CC-3A5AE4693604,11/3/22,Nicole.Hamre_UWA,11/3/22,Nicole.Hamre_UWA,No,No,121.8057486,-34.14726394
968AA520-FE38-41C7-AB66-EA28C1AFB40B,Boat,NA,Demersal,Bait,9:20,11:50,50,2,2,0,"Queen snapper,  reaksea cod",Other,"Ran out bait,",699F4509-1B14-4FA1-9759-21EF31FAA1E2,11/3/22,Nicole.Hamre_UWA,11/3/22,Nicole.Hamre_UWA,No,No,122.257656,-34.15162686
FD6D4685-2C6E-4C91-81D8-EEB784E45E49,Boat,NA,Demersal,Bait,8:00,10:50,6,8,4,0,Herring,ActivityChange,NA,088225F8-AF90-4C24-8715-13CE4EA06F1B,12/3/22,Nicole.Hamre_UWA,12/3/22,Nicole.Hamre_UWA,No,No,121.9035045,-33.86208794
64D588D0-A5FE-4CA2-A913-6D7347287DBB,Boat,NA,Diving,NA,9:45,10:33,16,2,0,0,"Harlequin and blue grouper spearing, 3 green lip",Weather,NA,080D48C0-8966-488A-B5CD-18CFD8622E89,12/3/22,Nicole.Hamre_UWA,12/3/22,Nicole.Hamre_UWA,Conditions,No,121.8834311,-33.92360849
8D7DE1F4-DD3A-44E4-9829-416427AC0BB7,Boat,NA,Demersal,Bait,8:00,11:00,42,3,3,0,", breaksea cod, black drummer",Weather,NA,652E66BB-724D-4DAB-BE69-A2EB9A6541D8,12/3/22,Nicole.Hamre_UWA,12/3/22,Nicole.Hamre_UWA,No,No,121.7956942,-33.91363464
DA74B573-68DA-4EA1-88E4-4BDD2169A8C8,Boat,NA,Demersal,Bait,7:00,11:30,45,4,4,0,"Queenie,",ActivityChange,NA,4FFC46B0-927A-4937-84AE-425485C8512E,12/3/22,Nicole.Hamre_UWA,12/3/22,Nicole.Hamre_UWA,No,No,122.0102242,-33.95198512
0DE21CFA-1216-4EC0-BBFF-693203C681DA,Boat,NA,Diving,NA,10:00,10:40,25,1,0,0,Cuttlefish,Other,No air,B1715214-4F24-45FF-9311-3C9D06AB16CE,12/3/22,Nicole.Hamre_UWA,12/3/22,Nicole.Hamre_UWA,No,No,121.9908625,-33.91488323
0DE21CFA-1216-4EC0-BBFF-693203C681DA,Boat,NA,Diving,NA,11:30,12:30,30,2,0,0,"Green grouper, nanniguie",Other,No air,7EDC201E-A577-44EA-8EF3-172FCEC4F986,12/3/22,Nicole.Hamre_UWA,12/3/22,Nicole.Hamre_UWA,No,No,121.9049668,-33.92784763
0DE21CFA-1216-4EC0-BBFF-693203C681DA,Boat,NA,Diving,NA,12:30,12:50,12,12,0,0,"Queenie, abalone",Other,No air,3C107D99-A69D-4B1A-851B-FD652D26C2C5,12/3/22,Nicole.Hamre_UWA,12/3/22,Nicole.Hamre_UWA,No,No,121.8800032,-33.92629179
A767FC2F-346F-479E-8D09-0359C55E118E,Boat,NA,Trolling,Lure,11:00,13:00,0,36,15,0,Herring,EndOfDay,NA,1666E2FC-A10A-461E-AAB8-F68F632B9613,12/3/22,Nicole.Hamre_UWA,12/3/22,Nicole.Hamre_UWA,No,No,121.8174262,-33.9085417
8AA45386-165E-476C-AE9A-7A2A90AF877E,Boat,NA,Demersal,Bait,8:30,10:30,5,2,9,0,"Whiting, wrasse",Other,No whiting,E445FA3D-15C3-4893-BD75-007B9A3FC645,12/3/22,Nicole.Hamre_UWA,12/3/22,Nicole.Hamre_UWA,No,No,121.8961166,-33.88057066
8AA45386-165E-476C-AE9A-7A2A90AF877E,Boat,NA,Demersal,Bait,12:00,14:00,44,1,2,0,Coral trout,EndOfDay,NA,5653C115-A0D3-4123-A11B-A81C3D91F943,12/3/22,Nicole.Hamre_UWA,12/3/22,Nicole.Hamre_UWA,No,No,121.8898992,-33.90459615
F04B5F9D-9758-4179-8283-4246C8EB6B78,Boat,NA,Trolling,Lure,11:30,13:30,0,1,2,0,Blue fin tuna,EndOfDay,NA,86FBBB77-03C8-4FED-87B9-BF0A33095DA8,12/3/22,Nicole.Hamre_UWA,12/3/22,Nicole.Hamre_UWA,No,No,121.8946003,-33.93706541
DFA61E9C-2BD8-4587-BC9D-847D157D8525,Boat,NA,Demersal,Bait,11:00,12:00,30,0,1,0,NA,LowCatch,NA,4CAC67E3-21C4-4B39-83FC-90608CC9C81C,12/3/22,Nicole.Hamre_UWA,12/3/22,Nicole.Hamre_UWA,No,No,121.9119468,-33.92033337
DFA61E9C-2BD8-4587-BC9D-847D157D8525,Boat,NA,Demersal,Bait,12:00,15:00,21,12,12,0,"Herring, whiting",EndOfDay,NA,0634E110-DE93-4091-BB87-42541BDF6FDD,12/3/22,Nicole.Hamre_UWA,12/3/22,Nicole.Hamre_UWA,No,No,121.8223962,-33.89948872
EBF4F30F-2174-4C7F-BC4C-3B0499B51276,Boat,NA,Demersal,Bait,13:00,15:15,5,8,1,0,"King George, herring, squid",EndOfDay,NA,EA67F165-D76C-44B5-B423-5C792CBA9ABE,12/3/22,Nicole.Hamre_UWA,12/3/22,Nicole.Hamre_UWA,No,No,121.9038581,-33.86095193
DCDD2CFE-F78B-4990-8EFD-B935553933B4,Boat,NA,Demersal,Bait,12:00,12:00,10,0,5,0,NA,LowCatch,NA,220AB50B-F969-4712-A150-E2DEA1992199,12/3/22,Nicole.Hamre_UWA,12/3/22,Nicole.Hamre_UWA,No,No,121.9045209,-33.85168014
DCDD2CFE-F78B-4990-8EFD-B935553933B4,Boat,NA,Demersal,Bait,13:30,15:00,5,1,3,0,Flathead,EndOfDay,NA,3F7A722B-691C-455E-8ED5-D9B4E224CC37,12/3/22,Nicole.Hamre_UWA,12/3/22,Nicole.Hamre_UWA,No,No,121.9055304,-33.87768917
E162F75C-9E9A-4D59-9996-A55D4BDCEB9F,Boat,NA,Demersal,Bait,8:00,12:00,60,30,10,0,"Nannagui, black ass, harlequin, sweet,",BagLimit,NA,05ED24B2-9ED5-4F6D-B90A-E8B8235015CE,11/3/22,Nicole.Hamre_UWA,11/3/22,Nicole.Hamre_UWA,No,NA,122.2651212,-34.12974398
DA6E33C6-2B31-48C2-B7DA-FE74A0B5E435,Boat,NA,Squidding,Lure,8:30,10:00,3,6,0,0,Squid,Weather,NA,171E86B4-34C5-4354-977A-010EF34136B8,12/3/22,Nicole.Hamre_UWA,12/3/22,Nicole.Hamre_UWA,No,NA,121.937275,-33.85337391
A340D541-752E-4D35-A556-3F344B640220,Boat,NA,Demersal,Bait,7:30,8:30,30,2,2,0,"Queenie, nannagui even",LowCatch,NA,1C3365F0-C5E0-4F74-A595-1CD6F2E75ABA,12/3/22,Nicole.Hamre_UWA,12/3/22,Nicole.Hamre_UWA,No,NA,121.9802382,-33.86132796
8DAD0574-EA07-4DCD-9EBB-AD0107D5738E,Boat,5/3/22,Diving,NA,10:00,10:30,15,10,0,0,Abalone,Other,Bad bus,1F352CCA-5AD1-40D4-BECD-25AE7CE1330E,10/3/22,Nicole.Hamre_UWA,10/3/22,Nicole.Hamre_UWA,Other,NA,122.0293412,-33.85414249
8DAD0574-EA07-4DCD-9EBB-AD0107D5738E,Boat,NA,Diving,NA,10:25,11:00,18,1,0,0,Boar fish,Other,NA,2196091A-F39B-42C1-8D77-2A982F1A582E,10/3/22,Nicole.Hamre_UWA,10/3/22,Nicole.Hamre_UWA,No,NA,121.8912993,-33.91203486
